"Nº de controle";"Número do tombo";"Estado";"Tipo de material";"Nº da obra";"Patrimônio";"Data de entrada";"Nº de chamada";"Título";"Autor";"Volume";"Exemplar";"Edição";"Lugar pub.";"Editora";"Data pub."
"13504";"18008378";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 08";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008379";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 09";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008380";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 10";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008381";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 11";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008382";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 12";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008383";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 13";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008384";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 14";"13. ";"São Paulo, SP";"Atlas";"2015"
"13504";"18008385";"Disponível";"Livro";"13350";"";"19/04/2018";"658.7 G393";"Gestão logística do transporte de cargas";"Aguiar, Edson Martins  / Caixeta-Filho, José Vicente / Fontana, Adriane Monteiro  / Martins, Ricardo Silveira / Monteiro, Ana Beatriz Figueiredo de Castro  / Novaes, Antônio Galvão  / Santos, Evandro Cardoso dos ";"";"Ex. 15";"13. ";"São Paulo, SP";"Atlas";"2015"
"13729";"18008386";"Congelado";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 01";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008387";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 02";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008388";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 03";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008389";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 04";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008390";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 05";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008391";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 06";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008392";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 07";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008393";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 08";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"13729";"18008394";"Disponível";"Livro";"13575";"";"19/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 09";"9. ";"Rio de Janeiro";"Elsevier";"2009"
"9518";"18008395";"Congelado";"Livro";"9389";"";"20/04/2018";"577.1 D497m";"Manual de bioquímica com correlações clínicas";"Devlin, Thomaz M.";"";"Ex. 01";"7. ";"São Paulo -SP";"Blucher";"2011"
"9518";"18008396";"Disponível";"Livro";"9389";"";"20/04/2018";"577.1 D497m";"Manual de bioquímica com correlações clínicas";"Devlin, Thomaz M.";"";"Ex. 02";"7. ";"São Paulo -SP";"Blucher";"2011"
"9518";"18008397";"Disponível";"Livro";"9389";"";"20/04/2018";"577.1 D497m";"Manual de bioquímica com correlações clínicas";"Devlin, Thomaz M.";"";"Ex. 03";"7. ";"São Paulo -SP";"Blucher";"2011"
"9518";"18008398";"Disponível";"Livro";"9389";"";"20/04/2018";"577.1 D497m";"Manual de bioquímica com correlações clínicas";"Devlin, Thomaz M.";"";"Ex. 04";"7. ";"São Paulo -SP";"Blucher";"2011"
"9518";"18008399";"Disponível";"Livro";"9389";"";"20/04/2018";"577.1 D497m";"Manual de bioquímica com correlações clínicas";"Devlin, Thomaz M.";"";"Ex. 05";"7. ";"São Paulo -SP";"Blucher";"2011"
"19552";"18008400";"Emprestado";"Livro";"19265";"";"20/04/2018";"821.111(73)-3 S736L";"Uma longa jornada ";"Sparks, Nicholas  / Biase, Maria Clara de ";"";"Ex. 01";"";"São Paulo ";"Arqueiro ";"2015"
"14854";"18008401";"Congelado";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 01";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008402";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 02";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008403";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 03";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008404";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 04";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008405";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 05";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008406";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 06";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008407";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 07";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008408";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 08";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008409";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 09";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"14854";"18008410";"Disponível";"Livro";"14683";"";"20/04/2018";"658.3 C532r";"Recursos humanos";"Chiavenato, Idalberto";"";"Ex. 10";"10. ";"Rio de Janeiro";"Elsevier";"2015"
"15024";"18008411";"Congelado";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 01";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008412";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 02";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008413";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 03";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008414";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 04";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008415";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 05";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008416";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 06";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008417";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 07";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008418";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 08";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008419";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 09";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008420";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 10";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008421";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 11";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008422";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 12";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008423";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 13";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008424";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 14";"3. ";"Viçosa, MG";"UFV";"2013"
"15024";"18008425";"Disponível";"Livro";"14853";"";"20/04/2018";"581.4 A535";"Anatomia vegetal";"Appezzato-da-Glória, Beatriz / Carmello-Guerreiro, Sandra Maria";"";"Ex. 15";"3. ";"Viçosa, MG";"UFV";"2013"
"19558";"18008426";"Congelado";"Livro";"19271";"";"20/04/2018";"712 F738t";"Técnicas de manutenção de jardins";"Fortes, Vânia Moreira / Gonçalves, Wantuelfer  / Paiva, Haroldo Nogueira de ";"";"Ex. 01";"2. ed. ";"Viçosa, MG";"Aprenda Fácil";"2012"
"19558";"18008427";"Disponível";"Livro";"19271";"";"20/04/2018";"712 F738t";"Técnicas de manutenção de jardins";"Fortes, Vânia Moreira / Gonçalves, Wantuelfer  / Paiva, Haroldo Nogueira de ";"";"Ex. 02";"2. ed. ";"Viçosa, MG";"Aprenda Fácil";"2012"
"19558";"18008428";"Disponível";"Livro";"19271";"";"20/04/2018";"712 F738t";"Técnicas de manutenção de jardins";"Fortes, Vânia Moreira / Gonçalves, Wantuelfer  / Paiva, Haroldo Nogueira de ";"";"Ex. 03";"2. ed. ";"Viçosa, MG";"Aprenda Fácil";"2012"
"19558";"18008429";"Disponível";"Livro";"19271";"";"20/04/2018";"712 F738t";"Técnicas de manutenção de jardins";"Fortes, Vânia Moreira / Gonçalves, Wantuelfer  / Paiva, Haroldo Nogueira de ";"";"Ex. 04";"2. ed. ";"Viçosa, MG";"Aprenda Fácil";"2012"
"19560";"18008430";"Disponível";"Livro";"19273";"";"20/04/2018";"821.111(73) S165a";"O apanhador no campo de centeio";"Salinger, J. D. ";"";"Ex. 01";"";"Rio de Janeiro";"Editora do Autor";"[1999]"
"15435";"18008431";"Congelado";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 01";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008432";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 02";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008433";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 03";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008434";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 04";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008435";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 05 ";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008436";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 06";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008437";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 07";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008438";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 08";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008439";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 09";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008440";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 10 ";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008441";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 11";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008442";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 12";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008443";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 13";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008444";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 14";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008445";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 15";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008446";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 16";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008447";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 17";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008448";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 18";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008449";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 19";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008450";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 20";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008451";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 21";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008452";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 22";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008453";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 23";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"15435";"18008454";"Disponível";"Livro";"15263";"";"20/04/2018";"658.7 B193l";"Logística empresarial";"Ballou, Ronald H.";"";"Ex. 24";"30. ";"São Paulo - SP";"Editora Atlas";"2015"
"19579";"18008455";"Congelado";"Livro";"19292";"";"24/04/2018";"635.9 B238p";"Produção comercial de rosas";"Barbosa, José Geraldo  ";"";"Ex. 01";"1. ";"Viçosa, MG";"Aprenda Fácil ";"2003"
"19579";"18008456";"Disponível";"Livro";"19292";"";"24/04/2018";"635.9 B238p";"Produção comercial de rosas";"Barbosa, José Geraldo  ";"";"Ex. 02";"1. ";"Viçosa, MG";"Aprenda Fácil ";"2003"
"19579";"18008457";"Disponível";"Livro";"19292";"";"24/04/2018";"635.9 B238p";"Produção comercial de rosas";"Barbosa, José Geraldo  ";"";"Ex. 03";"1. ";"Viçosa, MG";"Aprenda Fácil ";"2003"
"19579";"18008458";"Disponível";"Livro";"19292";"";"24/04/2018";"635.9 B238p";"Produção comercial de rosas";"Barbosa, José Geraldo  ";"";"Ex. 04";"1. ";"Viçosa, MG";"Aprenda Fácil ";"2003"
"19583";"18008459";"Disponível";"Livro";"19296";"";"25/04/2018";"821.134.3(81) A368i";"Iracema";"Alencar, José de";"";"";"";"Jaraguá do Sul, SC ";"Avenida ";"2005"
"19584";"18008460";"Disponível";"Livro";"19297";"";"25/04/2018";"821.134.3(81) D942e";"Éramos seis ";"Dupré, Maria José ";"";"Ex. 01";"";"São Paulo ";"Ática ";"1994"
"3798";"18008461";"Congelado";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 01";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008462";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 02";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008463";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 03";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008464";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 04";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008465";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 05";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008466";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 06";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008467";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 07";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008468";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 08";"2. ";"Santos - SP";"Santos";"2011"
"3798";"18008469";"Disponível";"Livro";"3695";"";"26/04/2018";"579 J82m";"Microbiologia";"Jorge, Antonio Olavo Cardoso";"";"Ex. 09";"2. ";"Santos - SP";"Santos";"2011"
"19585";"18008470";"Disponível";"Livro";"19298";"";"26/04/2018";"821.134.3(81) A368L";"Lucíola ";"Alencar, José de ";"";"Ex. 01";"";"";"";""
"19586";"18008471";"Congelado";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 01";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"19586";"18008472";"Disponível";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 02";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"19586";"18008473";"Disponível";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 03";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"19586";"18008474";"Disponível";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 04";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"19586";"18008475";"Disponível";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 05";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"19586";"18008476";"Disponível";"Livro";"19299";"";"26/04/2018";"004.92 G633f";"Fundamentos de computação gráfica ";"Gomes, Jonas  / Velho, Luiz ";"";"Ex. 06";"1. ";"Rio de Janeiro";"Instituto Nacional de Matemática Pura e Aplicada";"2015"
"8879";"18008477";"Congelado";"Livro";"8750";"";"26/04/2018";"579 R484m";"Microbiologia prática";"Ribeiro, Mariangela Cagnoni / Stelato, Maria Magali";"";"Ex. 01";"2. ";"São Paulo - SP";"Atheneu";"2011"
"8879";"18008478";"Disponível";"Livro";"8750";"";"26/04/2018";"579 R484m";"Microbiologia prática";"Ribeiro, Mariangela Cagnoni / Stelato, Maria Magali";"";"Ex. 02";"2. ";"São Paulo - SP";"Atheneu";"2011"
"8879";"18008479";"Disponível";"Livro";"8750";"";"26/04/2018";"579 R484m";"Microbiologia prática";"Ribeiro, Mariangela Cagnoni / Stelato, Maria Magali";"";"Ex. 03";"2. ";"São Paulo - SP";"Atheneu";"2011"
"19587";"18008480";"Congelado";"Livro";"19300";"";"26/04/2018";"531 A812f";"Física do estado sólido ";"Aschcroft, Neil W.  / Matos, Robson Mendes  / Mermin, N. David ";"";"Ex. 01";"1. ";"São Paulo ";"Cengage Learning";"2011"
"4132";"18008481";"Congelado";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 01";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008482";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 02";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008483";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 03";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008484";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 04";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008485";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 05";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008486";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 06";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008487";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 07";"3. ";"São Paulo - SP";"ATLAS";"2010"
"4132";"18008488";"Disponível";"Livro";"4024";"";"26/04/2018";"338.43 A663f";"Fundamentos de agronegócios";"Araújo, Massilon J.";"";"Ex. 08";"3. ";"São Paulo - SP";"ATLAS";"2010"
"7323";"18008489";"Disponível";"Livro";"7206";"";"26/04/2018";"338(817.2) F224d";"Destramando o tecido do desenvolvimento";"Faria, Alexandre Magno de Melo";"";"Ex. 01";"";"Cuiabá - MT";"EduFMT";"2012"
"7323";"18008490";"Disponível";"Livro";"7206";"";"26/04/2018";"338(817.2) F224d";"Destramando o tecido do desenvolvimento";"Faria, Alexandre Magno de Melo";"";"Ex. 02";"";"Cuiabá - MT";"EduFMT";"2012"
"9231";"18008491";"Congelado";"Livro";"9102";"";"26/04/2018";"338.43 A281";"Agronegócios & desenvolvimento sustentável";"Castro, Luciano Thomé e / Trombin, Vinicius Gustavo";"";"Ex. 01";"6. ";"São Paulo";"Atlas";"2013"
"9231";"18008492";"Disponível";"Livro";"9102";"";"26/04/2018";"338.43 A281";"Agronegócios & desenvolvimento sustentável";"Castro, Luciano Thomé e / Trombin, Vinicius Gustavo";"";"Ex. 02";"6. ";"São Paulo";"Atlas";"2013"
